WorkerId,HITTypeId,Reward,CreationTime,MaxAssignments,AssignmentId,AcceptTime,SubmitTime,WorkTimeInSeconds,Answer.surveycode,multiplier,amount,age,gender,income,AcceptTime,WorkTimeInSeconds,IPAddress,LocationLatitude,LocationLongitude,"Q3_1 On a scale of 0 to 100, how would you describe your political views?","Q8_1 On a scale of 0 to 100, how would you describe your religious orientation?","Q5 In the 2016 Presidential election, who did you vote for?",Q9 What State do you live in?,Q7 Do you consider yourself a:,"Q8 Aside from weddings and funerals, how often do you attend religious services?",,
A2UTYOAUNPVJWH,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3A1COHJ8NJVFIGOAAR5DEIIZDSK8HP,Tue Sep 25 12:19:13 PDT 2018,Tue Sep 25 12:41:41 PDT 2018,1348,7785,1.51,0.4,30-39,Male,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2JZP4AZI1RTG4,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3A4TN5196KIHUJENR3LIG4EI3J5HC4,Tue Sep 25 12:19:55 PDT 2018,Tue Sep 25 12:21:26 PDT 2018,91,60836,1.91,0.5,30-39,Male,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1HBEBH7ECHNIS,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3A7Y0R2P2OO1ONK86ZKQ6UF7HSVXJN,Tue Sep 25 12:17:20 PDT 2018,Tue Sep 25 12:23:35 PDT 2018,375,41070,0.59,0,30-39,Male,"$40,000 - $59,999",Wed Oct 10 23:24:58 PDT 2018,1676,192.210.132.201,41.10339355,-104.905899,73,63,Donald Trump,OH,Democrat,Once a week,,
A2FB0CAT7NKHSJ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3AAJC4I4FGSQTIKN7H8B3FVIPSTZJM,Tue Sep 25 12:17:07 PDT 2018,Tue Sep 25 12:18:41 PDT 2018,94,75485,1.14,0.25,30-39,Male,"$80,000 - $99,999",Thu Oct 11 11:00:25 PDT 2018,48,129.15.203.139,35.22039795,-97.45770264,95,94,Hillary Clinton,OK,Democrat,Once a week,,
A3SCPW6SD157H0,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3AMW0RGHOD2SY492Z6215OALOETNPX,Tue Sep 25 12:19:51 PDT 2018,Tue Sep 25 12:22:01 PDT 2018,130,19251,0.9,0.4,30-39,Female,"$80,000 - $99,999",Thu Oct 11 10:32:20 PDT 2018,64,24.89.34.226,32.55470276,-94.77670288,9,92,Donald Trump,TX,Republican,Once a week,,
A2OATZCX1YXE77,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3ATTHHXXWAO5TC02OHZQUT074D6XIB,Tue Sep 25 12:17:09 PDT 2018,Tue Sep 25 12:17:58 PDT 2018,49,36929,0.32,0,30-39,Female,"$80,000 - $99,999",Wed Oct 10 14:00:41 PDT 2018,39,23.123.107.108,29.66090393,-82.58519745,1,0,Donald Trump,FL,Republican,Never,,
A2XF84K0868FZO,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3AUQQEL7U5T2ISERKC92043Q28I0VH,Tue Sep 25 12:16:29 PDT 2018,Tue Sep 25 12:19:13 PDT 2018,164,73843,0.86,0,50-59,Female,"$80,000 - $99,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1B620YYEQAYKM,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3AWETUDC92SUY70HPZNBREGICE6IZX,Tue Sep 25 12:19:21 PDT 2018,Tue Sep 25 12:24:17 PDT 2018,296,36092,1.16,0.4,60-69,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3ZZ8UOTG2AGQ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3AZHRG4CU4KI6JC8023WH9B7BOP03K,Tue Sep 25 12:17:27 PDT 2018,Tue Sep 25 12:18:30 PDT 2018,63,13761,1.92,0,18-29,Male,"$80,000 - $99,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3V2LUYXBLBAPS,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3B1NLC6UGZWMOCSGC2P6F41ON15GPE,Tue Sep 25 12:16:41 PDT 2018,Tue Sep 25 12:26:57 PDT 2018,616,7247,0.72,1,30-39,Female,"Under $20,000",Thu Oct 11 10:38:53 PDT 2018,28,50.80.165.181,32.47790527,-84.89800262,71,0,Hillary Clinton,GA,Democrat,Never,,
A1NIPJZWXW7ZKM,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3B2X28YI3WFINP20HKYJ8TJACKPB6Q,Tue Sep 25 12:18:58 PDT 2018,Tue Sep 25 12:20:09 PDT 2018,71,35493,1.66,0,18-29,Female,"Over $100,000",Wed Oct 10 14:06:33 PDT 2018,30,204.253.82.211,32.98649597,-96.68599701,100,0,Hillary Clinton,TX,Democrat,Never,,
A1W8B7P1WVD7TX,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3BF51CHDTVAX0RJ7FNSYL3CHUU8H0B,Tue Sep 25 12:19:28 PDT 2018,Tue Sep 25 12:26:59 PDT 2018,451,35482,0.71,0,18-29,Other / Prefer not to state,"Under $20,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3IGZ3N6TNPXUU,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3C5W7UE9CFQRPVQT9WXIMM7OLMQXMR,Tue Sep 25 12:17:16 PDT 2018,Tue Sep 25 12:22:33 PDT 2018,317,86338,1.32,0,18-29,Female,"$60,000 - $79,999",Wed Oct 10 16:01:32 PDT 2018,133,32.213.81.138,41.21600342,-73.13040161,93,11,Hillary Clinton,CT,Democrat,Seldom,,
A33AIOJN19NU8J,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3D3VGR7TA0F66DW7UFMB15CUKEOR39,Tue Sep 25 12:16:38 PDT 2018,Tue Sep 25 12:18:26 PDT 2018,108,60594,1.54,0.5,18-29,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3UC8KZ5O8FVX9,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3DHE4R9OCWBQW5RAA4EUJRTVCSF2GH,Tue Sep 25 12:18:40 PDT 2018,Tue Sep 25 12:20:08 PDT 2018,88,5272,1.82,1,30-39,Female,"$60,000 - $79,999",Wed Oct 10 15:20:09 PDT 2018,36,24.177.221.234,43.79890442,-91.21749878,91,0,Hillary Clinton,WI,Democrat,Never,,
A2E6YPCJHJOLRD,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3DHE4R9OCWBQW5RAA4EUJRTVCSGG2W,Tue Sep 25 12:21:01 PDT 2018,Tue Sep 25 12:21:47 PDT 2018,46,75362,1.51,0,30-39,Female,"Under $20,000",Thu Oct 11 10:39:55 PDT 2018,25,68.115.235.85,34.52609253,-82.63040161,51,69,Didn't vote,SC,Independent,A few times a year,,
A1HIP37BSI45R3,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3DL65MZB8DF5A9NL12DCV1H5B2BECH,Tue Sep 25 12:16:32 PDT 2018,Tue Sep 25 12:20:18 PDT 2018,226,12652,0.13,1,18-29,Male,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3MQFX3IN9WSIA,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3DPNQGW4LLFY2QHR25OW0FD42S864F,Tue Sep 25 12:19:19 PDT 2018,Tue Sep 25 12:21:00 PDT 2018,101,56041,1.8,0.2,18-29,Female,"Over $100,000",Wed Oct 10 13:49:39 PDT 2018,38,72.184.249.113,28.02839661,-82.77940369,21,65,Donald Trump,FL,Republican,A few times a year,,
A3PG7A1HCHG9E9,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3DUZQ9U6SMO2J1Y3TESMAA99X00SVV,Tue Sep 25 12:16:24 PDT 2018,Tue Sep 25 12:18:20 PDT 2018,116,27038,0.02,0.5,18-29,Female,"$40,000 - $59,999",Wed Oct 10 15:19:32 PDT 2018,131,192.241.122.70,30.27130127,-97.74259949,51,51,Donald Trump,TX,Republican,Seldom,,
AITLTT4ZKSZIM,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3DY4FPOOA1OQIMYQEPSHK04DBYHVRA,Tue Sep 25 12:24:35 PDT 2018,Tue Sep 25 12:39:52 PDT 2018,917,37844,1.23,0.4,18-29,Male,"$20,000 - $39,999",Thu Oct 11 14:22:36 PDT 2018,32,76.178.21.254,46.73519897,-117.1728973,38,9,Someone else,WA,Independent,A few times a year,,
A330JJZGJL7IG2,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3E13VNJ1NNVX3BF9HOEJZKW6ZZTI18,Tue Sep 25 12:19:02 PDT 2018,Tue Sep 25 12:20:19 PDT 2018,77,20646,1.1,0,60-69,Female,"$60,000 - $79,999",Wed Oct 10 18:40:03 PDT 2018,64,71.162.138.194,39.82949829,-75.43540192,95,22,Hillary Clinton,PA,Democrat,A few times a year,,
A3CLGH6R9XA2Z1,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3E47SOBEYQWHQEP7XL33GGFX3VJCIP,Tue Sep 25 12:17:29 PDT 2018,Tue Sep 25 12:18:56 PDT 2018,87,59209,0.13,0,18-29,Male,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A12O9P1OTMJOPW,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3E7TUJ2EGCMYK52ITNS1NTYC558D97,Tue Sep 25 12:17:35 PDT 2018,Tue Sep 25 12:19:15 PDT 2018,100,85983,1.01,0,50-59,Female,"$20,000 - $39,999",Wed Oct 10 14:01:56 PDT 2018,141,71.163.66.49,38.93269348,-77.03220367,90,0,Hillary Clinton,MD,Democrat,Never,,
A2D5U0AACT6WS1,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3EA3QWIZ4IVYCVRIJ7YT5QF1RHITIO,Tue Sep 25 12:16:38 PDT 2018,Tue Sep 25 12:42:07 PDT 2018,1529,51288,1.96,0,18-29,Male,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AQEP3H2QADT47,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3EFE17QCRC5X103JOPBIV9I0PMTHS0,Tue Sep 25 12:22:11 PDT 2018,Tue Sep 25 12:24:57 PDT 2018,166,37032,0.99,0,40-49,Male,"$40,000 - $59,999",Thu Oct 11 02:04:06 PDT 2018,52,73.242.26.113,45.09500122,-93.23960114,92,0,Hillary Clinton,MN,Democrat,Never,,
A29D4ZPOOVI2Y2,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3EFVCAY5L39B9MJ0YR8YQVYEQJMJ81,Tue Sep 25 12:16:46 PDT 2018,Tue Sep 25 12:17:45 PDT 2018,59,98639,0.92,0.2,18-29,Female,"Over $100,000",Fri Oct 12 07:13:25 PDT 2018,800,199.114.7.237,39.331604,-76.63359833,86,58,Hillary Clinton,MD,Independent,A few times a year,,
A1ORIURWIK9MG6,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3EKVH9QMEY4NKLHJ8EDMD6QYZZYD2F,Tue Sep 25 12:17:35 PDT 2018,Tue Sep 25 12:20:33 PDT 2018,178,97194,1.94,0.4,30-39,Male,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3H1T1L00N0LO8,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3ERET4BTVM96YB8SL4EOR6T2PE5K9R,Tue Sep 25 12:17:28 PDT 2018,Tue Sep 25 12:20:03 PDT 2018,155,83335,1.34,0.25,50-59,Female,"$20,000 - $39,999",Wed Oct 10 15:47:01 PDT 2018,76,69.255.81.75,38.35079956,-75.53379822,89,1,Hillary Clinton,MD,Democrat,Never,,
A1Y635MDBWIUUN,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3F1567XTNW5S9E6NY9YLNS5BOLYQ9S,Tue Sep 25 12:19:35 PDT 2018,Tue Sep 25 12:23:29 PDT 2018,234,52182,0.23,1,18-29,Male,"$60,000 - $79,999",Fri Oct 12 07:12:04 PDT 2018,106,198.55.125.227,32.81520081,-96.87030029,89,71,Hillary Clinton,AL,Independent,Once or twice a month,,
A20HL4RSJ88TD8,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3FDJT1UU748NXO6GIE17FQO03JN5KO,Tue Sep 25 12:19:02 PDT 2018,Tue Sep 25 12:20:12 PDT 2018,70,23765,1.37,0.4,40-49,Female,"$40,000 - $59,999",Thu Oct 11 10:46:14 PDT 2018,34,70.91.231.129,42.51899719,-83.15699768,13,99,Donald Trump,MI,Republican,Once a week,,
A271V19C06841K,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3FTYUGLFSULFJI06QXFKBDTAJAQ5DB,Tue Sep 25 12:18:52 PDT 2018,Tue Sep 25 12:23:36 PDT 2018,284,64856,1.56,0,30-39,Male,"$80,000 - $99,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3D73YL7U77UBD,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3GFK2QRXX9HESO0X7SKA31IVQPUW57,Tue Sep 25 12:16:36 PDT 2018,Tue Sep 25 12:18:04 PDT 2018,88,42092,0.96,0,18-29,Female,"Under $20,000",Thu Oct 11 12:38:08 PDT 2018,68,67.189.66.20,44.9927063,-123.0167007,55,4,Didn't vote,OR,Democrat,Never,,
A1F5E941TP0UIZ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3GNCZX450INLELFDQ2XWJIQLP6TPAC,Tue Sep 25 12:20:58 PDT 2018,Tue Sep 25 12:21:33 PDT 2018,35,92532,2,0,40-49,Female,"$80,000 - $99,999",Wed Oct 10 14:04:36 PDT 2018,44,108.176.236.31,44.09849548,-70.19159698,7,100,Donald Trump,ME,Republican,More than once a week,,
A1BD2GJ8QSL1GG,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3HMVI3QICJSJTBUEL60ML8QUPIRY1U,Tue Sep 25 12:20:44 PDT 2018,Tue Sep 25 12:23:44 PDT 2018,180,45849,0.89,0.53,30-39,Female,"$60,000 - $79,999",Sat Oct 13 07:31:38 PDT 2018,64,190.124.31.103,8,-66,69,73,Donald Trump,FL,Republican,Once or twice a month,,
A1376QCT0WY4UO,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3HWRJOOET52LHQCHYO3CA6LNX5XSEP,Tue Sep 25 12:16:21 PDT 2018,Tue Sep 25 12:20:12 PDT 2018,231,71690,1.28,0.2,18-29,Male,"$20,000 - $39,999",Wed Oct 10 14:26:31 PDT 2018,33,216.36.11.149,38.30059814,-76.53119659,40,81,Didn't vote,MD,Independent,Seldom,,
A3CIWKPD7Y6NFG,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3HYA4D452RJKI5VFZK8C16TJBDF2FI,Tue Sep 25 12:18:37 PDT 2018,Tue Sep 25 12:23:58 PDT 2018,321,63375,0.73,1,18-29,Male,"$40,000 - $59,999",Thu Oct 11 12:03:55 PDT 2018,106,99.48.51.14,34.02600098,-84.14700317,44,51,Hillary Clinton,AL,Republican,Once or twice a month,,
AEHJ3F58FI5NX,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3I2PTA7R3TUCQAPE26PAD1JRZFAKQG,Tue Sep 25 12:19:03 PDT 2018,Tue Sep 25 12:22:02 PDT 2018,179,70762,0.6,1,30-39,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3IFXCXN9DEWL9,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3I33IC7ZWF2PMEE7O4MKN5ISEX32A6,Tue Sep 25 12:20:42 PDT 2018,Tue Sep 25 12:23:20 PDT 2018,158,74937,1.87,0,18-29,Female,"$60,000 - $79,999",Thu Oct 11 10:53:16 PDT 2018,42,130.86.97.80,38.55389404,-121.3693008,92,0,Hillary Clinton,CA,Democrat,Never,,
A1S0I5TX81PYGE,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3I7DHKZYGN0CH2E2H3AAZDWVVM5F5T,Tue Sep 25 12:17:52 PDT 2018,Tue Sep 25 12:21:25 PDT 2018,213,41964,0.16,1,18-29,Male,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2ANKVPE2GXWZQ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3IAS3U3I0FGU5OJZUIMGIG2YWEM2BX,Tue Sep 25 12:17:07 PDT 2018,Tue Sep 25 12:39:08 PDT 2018,1321,63665,0.79,0,18-29,Female,"$40,000 - $59,999",Wed Oct 10 13:49:27 PDT 2018,52,68.204.52.85,28.62710571,-80.84290314,78,78,Didn't vote,FL,Democrat,Seldom,,
A2QP9ZGIW4R7C2,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3IFS6Q0HJIJXXVE3U7T3VLJFPY5ISP,Tue Sep 25 12:17:40 PDT 2018,Tue Sep 25 12:19:11 PDT 2018,91,71699,1.74,0.4,30-39,Female,"$60,000 - $79,999",Wed Oct 10 15:39:06 PDT 2018,770,76.255.22.107,43.03559875,-89.45259857,51,9,Didn't vote,WI,Independent,Never,,
A9KQQ8FTBHIO0,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3IHR8NYAM716CWZWH1N56F4LXXY4PJ,Tue Sep 25 12:18:59 PDT 2018,Tue Sep 25 12:20:26 PDT 2018,87,77288,0.4,0,18-29,Female,"$80,000 - $99,999",Wed Oct 10 15:28:35 PDT 2018,21,147.197.251.156,51.76339722,-0.224197388,85,15,Hillary Clinton,CA,Democrat,Once or twice a month,,
A3PZL2JRR3JW8S,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3IKZ72A5B4GG7RK8L36WTUWHM87NFV,Tue Sep 25 12:21:31 PDT 2018,Tue Sep 25 12:25:46 PDT 2018,255,42334,1.38,0.4,60-69,Female,"Under $20,000",Thu Oct 11 10:49:46 PDT 2018,116,24.19.103.134,47.62710571,-122.6372986,30,81,Didn't vote,WA,Independent,Once a week,,
A383WPMTMRQEA0,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3IQ1VMJRYTK0MYZ69D1ZXSQ6K3C9A4,Tue Sep 25 12:18:22 PDT 2018,Tue Sep 25 12:19:15 PDT 2018,53,6661,2,0.5,18-29,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A24890G28GFJF7,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3ITXP059PWJTS6Y9CPE37MYF2DUJS2,Tue Sep 25 12:18:05 PDT 2018,Tue Sep 25 12:31:58 PDT 2018,833,55714,0.01,0,18-29,Male,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2QQKTX0ONIXPA,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3IXEICO792JIJBWHH6P48NPWIQNT6U,Tue Sep 25 12:16:41 PDT 2018,Tue Sep 25 12:17:52 PDT 2018,71,95255,1.69,0,18-29,Male,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AOZUMS41I24QI,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3IXEICO792JIJBWHH6P48NPWIQOT6V,Tue Sep 25 12:18:05 PDT 2018,Tue Sep 25 12:19:13 PDT 2018,68,4458,1.23,0,18-29,Female,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1DP02JGWDCLAZ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3J4Q2Z4UTY33LAJVRK8D1CDMMLIWQL,Tue Sep 25 12:18:24 PDT 2018,Tue Sep 25 12:19:51 PDT 2018,87,68533,0.93,0,30-39,Female,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AKC4QEURFD3Y0,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3J88R45B2GYXAYN61CPA3Q1JQR2PXG,Tue Sep 25 12:17:30 PDT 2018,Tue Sep 25 12:18:41 PDT 2018,71,92769,1.75,0,40-49,Female,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1DOY340I9VN92,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3JV9LGBJWTE43CGFX2CRQ4WYDW9OG5,Tue Sep 25 12:16:53 PDT 2018,Tue Sep 25 12:45:31 PDT 2018,1718,39053,0.11,1,18-29,Male,"$40,000 - $59,999",Wed Oct 10 14:24:33 PDT 2018,1443,108.187.168.193,37.75100708,-97.8219986,61,59,Donald Trump,CA,Democrat,Once a week,,
AOIK8K4X34LGR,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3JV9LGBJWTE43CGFX2CRQ4WYDXBGO1,Tue Sep 25 12:19:45 PDT 2018,Tue Sep 25 12:22:03 PDT 2018,138,8110,1.98,0.5,60-69,Female,"Under $20,000",Wed Oct 10 17:18:02 PDT 2018,54,204.108.237.194,40.12669373,-75.52719879,81,86,Hillary Clinton,PA,Democrat,A few times a year,,
AAMDW9AE0UMSD,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3JWH6J9I9SDQUA8SG1K0A45W79CNB8,Tue Sep 25 12:16:15 PDT 2018,Tue Sep 25 12:17:25 PDT 2018,70,21700,1.32,1,30-39,Male,"$80,000 - $99,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1ZKHIYE8I3OCB,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3K3R2QNK8B3K17D4FIIQXT20R6L9UX,Tue Sep 25 12:47:27 PDT 2018,Tue Sep 25 12:50:14 PDT 2018,167,64882,0.69,0.2,40-49,Female,"$40,000 - $59,999",Wed Oct 10 13:48:52 PDT 2018,378,104.235.124.39,41.99110413,-88.69280243,24,71,Donald Trump,IL,Republican,A few times a year,,
A3JQ2LIT3E4TA2,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3K5TEWLKGVBDPNV7O2Y8683MO31IVY,Tue Sep 25 12:20:59 PDT 2018,Tue Sep 25 12:21:46 PDT 2018,47,16044,0.32,0.8,30-39,Female,"$60,000 - $79,999",Wed Oct 10 13:52:42 PDT 2018,23,73.115.48.157,29.41200256,-95.25150299,100,81,Hillary Clinton,TX,Democrat,Once or twice a month,,
A2ANP4POGYTNWD,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3KIBXJ1WD5U95YCYNTX6OWORKDROK9,Tue Sep 25 12:18:06 PDT 2018,Tue Sep 25 12:19:39 PDT 2018,93,75345,0.57,0,30-39,Female,"$20,000 - $39,999",Wed Oct 10 14:43:41 PDT 2018,223,76.219.73.98,34.11320496,-117.3771057,30,0,Donald Trump,CA,Independent,Never,,
A2P76QVLSGJR45,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3KOPY89HM82P8PDUMAD2ZEQ3AXUJ39,Tue Sep 25 12:16:34 PDT 2018,Tue Sep 25 12:25:42 PDT 2018,548,16200,0.19,0,40-49,Female,"$60,000 - $79,999",Wed Oct 10 13:47:10 PDT 2018,47,71.112.195.217,40.42370605,-79.88999939,82,0,Hillary Clinton,PA,Democrat,Never,,
A1CYA606Q5AR7T,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Tue Sep 25 12:15:58 PDT 2018,203,3L6L49WXW0X2JMHDXMER89Z46WW45U,Tue Sep 25 12:17:09 PDT 2018,Tue Sep 25 12:18:43 PDT 2018,94,70027,1.06,0.5,30-39,Male,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
